"Date","LongName","Distributed","Doses Administered","Administered_Dose1_Recip","% total population with at least 1 shot","Administered_Dose1_Recip_12Plus","% population over 12 with at least 1 shot","Administered_Dose1_Recip_18Plus","% of adults with at least 1 shot","Administered_Dose1_Recip_65Plus","% of seniors with at least 1 shot","Series_Complete_Yes","% total population fully vaccinated","Series_Complete_12Plus","% population over 12 fully vaccinated","Series_Complete_18Plus","% of adults fully vaccinated","Series_Complete_65Plus","% of seniors fully vaccinated","Percent.Of.Distributed.Administered"
2021-05-03,"Alaska",769205,562875,308656,42.2,0,0,301220,54.6,71536,78.1,263603,36,0,0,258075,46.8,66563,72.7,73.2
2021-05-03,"Alabama",4130550,2627322,1603454,32.7,0,0,1593049,41.8,620001,73,1168235,23.8,0,0,1164570,30.5,502457,59.1,63.6
2021-05-03,"Arkansas",2644650,1829914,1083702,35.9,0,0,1069551,46.1,385044,73.5,792348,26.3,0,0,786390,33.9,309907,59.2,69.2
2021-05-03,"Arizona",6652295,5176775,3004111,41.3,0,0,2959389,52.5,1039575,79.4,2171573,29.8,0,0,2147963,38.1,844592,64.5,77.8
2021-05-03,"California",39630080,31382140,19673364,49.8,0,0,19289877,63,5122896,87.7,12626301,32,0,0,12519941,40.9,3917851,67.1,79.2
2021-05-03,"Colorado",5425720,4571001,2714585,47.1,0,0,2662628,59.2,701618,83.3,1948978,33.8,0,0,1929691,42.9,612339,72.7,84.2
2021-05-03,"Connecticut",3915915,3321709,1990235,55.8,0,0,1948157,68.6,571358,90.7,1437969,40.3,0,0,1428645,50.3,513689,81.5,84.8
2021-05-03,"District of Columbia",864815,620186,346567,49.1,0,0,344079,59.6,67919,77.8,219876,31.2,0,0,219083,37.9,52612,60.2,71.7
2021-05-03,"Delaware",982455,783813,462816,47.5,0,0,456668,59.3,166637,88.2,331610,34.1,0,0,329921,42.8,140410,74.3,79.8
2021-05-03,"Florida",20888605,15566404,9116787,42.4,0,0,9030862,52.4,3798461,84.5,6461145,30.1,0,0,6441487,37.3,3139547,69.8,74.5
2021-05-03,"Georgia",9483435,6461734,3755963,35.4,0,0,3704999,45.7,1160021,76.5,2700803,25.4,0,0,2679880,33,964520,63.6,68.1
2021-05-03,"Hawaii",1480670,1257711,761766,53.8,0,0,748822,67.1,232335,86.5,521634,36.8,0,0,519257,46.5,188580,70.2,84.9
2021-05-03,"Iowa",2825705,2453634,1409459,44.7,0,0,1391611,57.3,472880,85.5,1122814,35.6,0,0,1115603,45.9,438021,79.2,86.8
2021-05-03,"Idaho",1437665,1101401,613819,34.3,0,0,613704,45.8,222719,76.6,499730,28,0,0,499692,37.3,203925,70.2,76.6
2021-05-03,"Illinois",12180665,9687975,6002941,47.4,0,0,5896088,59.8,1725621,84.5,3988677,31.5,0,0,3962735,40.2,1346088,65.9,79.5
2021-05-03,"Indiana",5530460,4267678,2471929,36.7,0,0,2442739,47.3,852424,78.5,1879763,27.9,0,0,1873092,36.3,786135,72.4,77.2
2021-05-03,"Kansas",2760075,2056086,1250860,42.9,0,0,1234913,55.8,419258,88.2,948920,32.6,0,0,941724,42.6,347861,73.2,74.5
2021-05-03,"Kentucky",3979265,3190060,1853204,41.5,0,0,1832749,52.9,607205,80.9,1451815,32.5,0,0,1443968,41.7,525016,69.9,80.2
2021-05-03,"Louisiana",3679770,2730594,1506718,32.4,0,0,1495295,42,552326,74.5,1250722,26.9,0,0,1244554,34.9,507567,68.5,74.2
2021-05-03,"Massachusetts",7459960,6403240,3965973,57.5,0,0,3894231,70.3,1072193,91.7,2630867,38.2,0,0,2611623,47.1,914625,78.2,85.8
2021-05-03,"Maryland",6148520,4912028,2982925,49.3,0,0,2931537,62.2,814179,84.9,2125592,35.2,0,0,2112522,44.8,716787,74.7,79.9
2021-05-03,"Maine",1407470,1201345,741589,55.2,0,0,732107,66.8,258708,90.7,540375,40.2,0,0,539486,49.3,238669,83.7,85.4
2021-05-03,"Michigan",9500250,7312923,4319183,43.2,0,0,4252735,54.2,1408738,79.8,3316035,33.2,0,0,3294043,42,1267812,71.8,77
2021-05-03,"Minnesota",5030120,4497797,2705585,48,0,0,2658283,61.3,807541,87.7,2014101,35.7,0,0,2000997,46.1,735561,79.9,89.4
2021-05-03,"Missouri",5355995,4085582,2342222,38.2,0,0,2316464,48.6,808243,76.1,1748586,28.5,0,0,1741143,36.5,693514,65.3,76.3
2021-05-03,"Mississippi",2465195,1591997,926138,31.1,0,0,920455,40.4,352265,72.4,708566,23.8,0,0,705950,31,298725,61.4,64.6
2021-05-03,"Montana",999975,774095,440756,41.2,0,0,435135,51.8,161493,78.2,352927,33,0,0,349943,41.7,144294,69.9,77.4
2021-05-03,"North Carolina",9907630,7200210,4167819,39.7,0,0,4105762,50.1,1353271,77.3,3192010,30.4,0,0,3166464,38.7,1191680,68.1,72.7
2021-05-03,"North Dakota",645930,567560,300753,39.5,0,0,297158,51.1,97250,81.1,253174,33.2,0,0,251000,43.1,85273,71.2,87.9
2021-05-03,"Nebraska",1787950,1463240,844498,43.7,0,0,831655,57,262814,84.1,666483,34.5,0,0,662146,45.4,238981,76.5,81.8
2021-05-03,"New Hampshire",1331925,1153848,827362,60.8,0,0,818380,74.1,291058,99.9,408894,30.1,0,0,407875,36.9,183863,72.4,86.6
2021-05-03,"New Jersey",8769895,7468871,4646283,52.3,0,0,4575874,65.9,1268323,86,3316641,37.3,0,0,3294081,47.4,1065199,72.2,85.2
2021-05-03,"New Mexico",2059345,1850384,1085496,51.8,0,0,1064309,65.7,329297,87.2,816727,39,0,0,809232,49.9,277725,73.5,89.9
2021-05-03,"Nevada",2540440,2108787,1238938,40.2,0,0,1223628,51.3,381915,77,896881,29.1,0,0,892008,37.4,326063,65.7,83
2021-05-03,"New York",19018995,16064851,9424141,48.4,0,0,9296859,60.3,2609187,79.2,6993909,36,0,0,6955749,45.1,2236859,67.9,84.5
2021-05-03,"Ohio",10644875,8563155,4777810,40.9,0,0,4709659,51.7,1621848,79.3,3906991,33.4,0,0,3875125,42.5,1481998,72.4,80.4
2021-05-03,"Oklahoma",3775865,2721002,1536721,38.8,0,0,1518376,50.5,508428,80.1,1198516,30.3,0,0,1187664,39.5,428033,67.4,72.1
2021-05-03,"Oregon",3902545,3160032,1927088,45.7,0,0,1897670,56.6,615250,80.3,1344028,31.9,0,0,1336359,39.9,553286,72.2,81
2021-05-03,"Pennsylvania",12877055,10367062,6479070,50.6,0,0,6404598,63,2235848,93.4,4264320,33.3,0,0,4248011,41.8,1673337,69.9,80.5
2021-05-03,"Puerto Rico",3180310,1968716,1241095,38.9,0,0,1225473,46.8,395193,58.1,814971,25.5,0,0,814062,31.1,319037,46.9,61.9
2021-05-03,"Rhode Island",1151925,940661,566581,53.5,0,0,558092,65.3,170976,91.4,404012,38.1,0,0,402429,47.1,155979,83.4,81.7
2021-05-03,"South Carolina",4577065,3315003,1904815,37,0,0,1883784,46.7,752253,80.3,1459528,28.3,0,0,1450188,35.9,639091,68.2,72.4
2021-05-03,"South Dakota",904095,711479,398028,45,0,0,393007,58.9,134682,88.7,335209,37.9,0,0,332620,49.8,123828,81.5,78.7
2021-05-03,"Tennessee",5555100,4109573,2374198,34.8,0,0,2351157,44.2,841119,73.6,1735542,25.4,0,0,1726550,32.5,703478,61.5,74
2021-05-03,"Texas",25514685,19276649,11226347,38.7,0,0,11066144,51.2,2923341,78.3,8081630,27.9,0,0,7966303,36.9,2498840,66.9,75.6
2021-05-03,"United States",312509575,246780203,147517734,44.4,0,0,145346819,56.3,45297502,82.6,105523520,31.8,0,0,104777682,40.6,38128161,69.5,79
2021-05-03,"Utah",2556860,2167987,1274676,39.8,0,0,1244548,54.7,306823,83.9,781686,24.4,0,0,772557,34,205341,56.1,84.8
2021-05-03,"Virginia",8229955,6847737,4089457,47.9,0,0,4014360,60.1,1138475,83.8,2928642,34.3,0,0,2905899,43.5,977830,72,83.2
2021-05-03,"Vermont",694440,589665,358437,57.4,0,0,354284,69.5,119454,95.5,245497,39.3,0,0,244575,48,106472,85.2,84.9
2021-05-03,"Washington",7368520,6041337,3629546,47.7,0,0,3577526,60.1,1034887,85.5,2565503,33.7,0,0,2552603,42.9,938815,77.6,82
2021-05-03,"Wisconsin",5279725,4761542,2693450,46.3,0,0,2652366,58.2,882575,86.8,2133837,36.6,0,0,2117409,46.5,822273,80.8,90.2
2021-05-03,"West Virginia",1658905,1185997,644165,35.9,0,0,634851,44.3,259465,70.7,553809,30.9,0,0,548433,38.3,235438,64.2,71.5
2021-05-03,"Wyoming",483195,358545,197374,34.1,0,0,195675,44,72647,73.2,162356,28.1,0,0,161568,36.3,66114,66.7,74.2
2021-05-04,"Alaska",772405,563184,308846,42.2,0,0,301403,54.6,71543,78.1,263754,36.1,0,0,258220,46.8,66575,72.7,72.9
2021-05-04,"Alabama",4145390,2644674,1609919,32.8,0,0,1599359,41.9,621096,73.1,1179793,24.1,0,0,1175911,30.8,504636,59.4,63.8
2021-05-04,"Arkansas",2645650,1834452,1085254,36,0,0,1070997,46.2,385154,73.5,795792,26.4,0,0,789618,34.1,310108,59.2,69.3
2021-05-04,"Arizona",6918625,5193862,3009821,41.4,0,0,2964712,52.6,1039949,79.5,2183095,30,0,0,2158606,38.3,845298,64.6,75.1
2021-05-04,"California",40533720,31468937,19712296,49.9,0,0,19325672,63.1,5124925,87.8,12676173,32.1,0,0,12567383,41,3920271,67.1,77.6
2021-05-04,"Colorado",5598750,4602145,2722484,47.3,0,0,2669964,59.3,702305,83.4,1972476,34.3,0,0,1952339,43.4,613493,72.8,82.2
2021-05-04,"Connecticut",3955085,3336074,1995763,56,0,0,1953176,68.8,571781,90.7,1447776,40.6,0,0,1437349,50.6,514187,81.6,84.3
2021-05-04,"District of Columbia",875555,621149,347171,49.2,0,0,344663,59.7,67976,77.8,220887,31.3,0,0,220085,38.1,52711,60.3,70.9
2021-05-04,"Delaware",1011365,787056,464102,47.7,0,0,457918,59.5,166777,88.3,334001,34.3,0,0,332225,43.1,140603,74.4,77.8
2021-05-04,"Florida",21184875,15606003,9138942,42.6,0,0,9052175,52.5,3800518,84.5,6481275,30.2,0,0,6461015,37.5,3141419,69.9,73.7
2021-05-04,"Georgia",9721415,6503909,3769478,35.5,0,0,3718010,45.8,1161323,76.6,2730134,25.7,0,0,2707749,33.4,966667,63.7,66.9
2021-05-04,"Hawaii",1514400,1259768,763392,53.9,0,0,750405,67.2,232520,86.6,522156,36.9,0,0,519772,46.6,188674,70.3,83.2
2021-05-04,"Iowa",2856615,2461590,1411697,44.7,0,0,1393651,57.4,473014,85.5,1128668,35.8,0,0,1121120,46.2,438316,79.3,86.2
2021-05-04,"Idaho",1453795,1102927,614283,34.4,0,0,614168,45.9,222765,76.6,500882,28,0,0,500844,37.4,204004,70.2,75.9
2021-05-04,"Illinois",12360865,9705012,6012435,47.4,0,0,5904688,59.9,1726361,84.5,3998074,31.6,0,0,3971529,40.3,1346934,65.9,78.5
2021-05-04,"Indiana",5610540,4277886,2473686,36.7,0,0,2444387,47.3,852532,78.5,1886703,28,0,0,1879530,36.4,786388,72.4,76.2
2021-05-04,"Kansas",2765345,2059674,1252195,43,0,0,1236173,55.9,419416,88.2,951548,32.7,0,0,944149,42.7,348095,73.2,74.5
2021-05-04,"Kentucky",4023755,3196561,1855240,41.5,0,0,1834623,53,607347,80.9,1456343,32.6,0,0,1448128,41.8,525410,70,79.4
2021-05-04,"Louisiana",3687450,2733324,1508110,32.4,0,0,1496643,42,552459,74.6,1252156,26.9,0,0,1245914,35,507759,68.5,74.1
2021-05-04,"Massachusetts",7792680,6438914,3977645,57.7,0,0,3904832,70.5,1072898,91.8,2655965,38.5,0,0,2635758,47.6,916532,78.4,82.6
2021-05-04,"Maryland",6251320,4946283,2995467,49.5,0,0,2943415,62.5,815572,85,2147415,35.5,0,0,2133622,45.3,718693,74.9,79.1
2021-05-04,"Maine",1430130,1224746,750419,55.8,0,0,740641,67.6,259507,91,557579,41.5,0,0,556138,50.8,239789,84.1,85.6
2021-05-04,"Michigan",9879700,7325604,4322662,43.3,0,0,4256059,54.3,1409108,79.8,3325862,33.3,0,0,3303258,42.1,1268504,71.9,74.1
2021-05-04,"Minnesota",5176510,4509359,2709898,48.1,0,0,2662118,61.4,807666,87.8,2021447,35.8,0,0,2008034,46.3,735721,79.9,87.1
2021-05-04,"Missouri",5369365,4096058,2344903,38.2,0,0,2319025,48.6,808527,76.1,1756227,28.6,0,0,1748349,36.7,694320,65.4,76.3
2021-05-04,"Mississippi",2468665,1616672,935532,31.4,0,0,929645,40.8,353813,72.7,723710,24.3,0,0,720860,31.7,301306,61.9,65.5
2021-05-04,"Montana",1003745,774946,441030,41.3,0,0,435391,51.8,161512,78.2,353547,33.1,0,0,350507,41.7,144342,69.9,77.2
2021-05-04,"North Carolina",10101810,7227406,4173701,39.8,0,0,4111286,50.2,1353770,77.3,3212803,30.6,0,0,3185814,38.9,1192947,68.1,71.5
2021-05-04,"North Dakota",647200,567924,300916,39.5,0,0,297319,51.1,97256,81.2,253372,33.2,0,0,251194,43.2,85276,71.2,87.8
2021-05-04,"Nebraska",1812310,1463240,844553,43.7,0,0,831709,57,262822,84.1,666579,34.5,0,0,662241,45.4,238988,76.5,80.7
2021-05-04,"New Hampshire",1353385,1157226,830096,61,0,0,821008,74.3,291290,99.9,410323,30.2,0,0,409286,37.1,183984,72.5,85.5
2021-05-04,"New Jersey",9006975,7518475,4660766,52.5,0,0,4589724,66.1,1270161,86.1,3354569,37.8,0,0,3330898,48,1069776,72.5,83.5
2021-05-04,"New Mexico",2082125,1852022,1086281,51.8,0,0,1065074,65.7,329396,87.2,817718,39,0,0,810221,50,277925,73.6,88.9
2021-05-04,"Nevada",2569060,2111052,1239579,40.2,0,0,1224255,51.3,381999,77,898594,29.2,0,0,893676,37.4,326255,65.8,82.2
2021-05-04,"New York",19347575,16178509,9460031,48.6,0,0,9331441,60.5,2615656,79.4,7072752,36.4,0,0,7031536,45.6,2249068,68.2,83.6
2021-05-04,"Ohio",10747775,8577643,4783268,40.9,0,0,4714694,51.7,1622440,79.3,3915682,33.5,0,0,3883332,42.6,1482842,72.5,79.8
2021-05-04,"Oklahoma",3782545,2723545,1537843,38.9,0,0,1519454,50.6,508544,80.1,1199983,30.3,0,0,1189054,39.6,428185,67.4,72
2021-05-04,"Oregon",4083255,3178607,1936421,45.9,0,0,1906228,56.9,615800,80.4,1353950,32.1,0,0,1345940,40.2,553853,72.3,77.8
2021-05-04,"Pennsylvania",12985685,10438087,6509831,50.9,0,0,6434109,63.3,2240583,93.6,4308237,33.7,0,0,4291203,42.2,1682434,70.3,80.4
2021-05-04,"Puerto Rico",3242340,1974000,1242762,38.9,0,0,1227028,46.8,395389,58.2,818701,25.6,0,0,817738,31.2,319778,47,60.9
2021-05-04,"Rhode Island",1169975,947446,567918,53.6,0,0,559321,65.4,171046,91.4,409424,38.6,0,0,407660,47.7,156239,83.5,81
2021-05-04,"South Carolina",4616505,3317032,1906089,37,0,0,1885034,46.7,752377,80.3,1461521,28.4,0,0,1452107,36,639286,68.2,71.9
2021-05-04,"South Dakota",904295,713850,398802,45.1,0,0,393711,59,134737,88.7,336891,38.1,0,0,334184,50.1,123897,81.6,78.9
2021-05-04,"Tennessee",5559400,4116429,2376198,34.8,0,0,2353090,44.2,841315,73.6,1740456,25.5,0,0,1731192,32.5,703822,61.6,74
2021-05-04,"Texas",26000725,19350193,11253017,38.8,0,0,11091144,51.4,2930286,78.5,8130177,28,0,0,8013226,37.1,2513851,67.3,74.4
2021-05-04,"United States",318474035,247769049,147894671,44.5,0,0,145701541,56.4,45339719,82.7,106168588,32,0,0,105395641,40.8,38202296,69.7,77.8
2021-05-04,"Utah",2614680,2201015,1289439,40.2,0,0,1257828,55.3,307424,84,800160,25,0,0,789755,34.7,205994,56.3,84.2
2021-05-04,"Virginia",8451965,6888785,4107915,48.1,0,0,4031208,60.4,1140257,83.9,2952623,34.6,0,0,2928815,43.9,980106,72.1,81.5
2021-05-04,"Vermont",710550,595369,361667,58,0,0,357441,70.1,119585,95.6,248809,39.9,0,0,247853,48.6,106779,85.4,83.8
2021-05-04,"Washington",7597610,6056250,3637897,47.8,0,0,3585327,60.2,1035260,85.6,2573072,33.8,0,0,2559912,43,939155,77.6,79.7
2021-05-04,"Wisconsin",5458225,4767068,2695375,46.3,0,0,2654102,58.3,882697,86.8,2137739,36.7,0,0,2120966,46.6,822479,80.9,87.3
2021-05-04,"West Virginia",1664475,1188740,645160,36,0,0,635814,44.4,259703,70.8,555684,31,0,0,550184,38.4,235684,64.2,71.4
2021-05-04,"Wyoming",483595,361199,198293,34.3,0,0,196546,44.2,72797,73.4,163997,28.3,0,0,163153,36.7,66363,66.9,74.7
2021-05-05,"Alaska",774305,564720,309518,42.3,0,0,302048,54.8,71598,78.2,264565,36.2,0,0,258953,46.9,66624,72.7,72.9
2021-05-05,"Alabama",4187860,2670926,1618791,33,0,0,1608079,42.2,622880,73.3,1199064,24.5,0,0,1194709,31.3,508783,59.9,63.8
2021-05-05,"Arkansas",2655350,1845530,1088927,36.1,0,0,1074441,46.4,385667,73.6,803294,26.6,0,0,796779,34.4,311197,59.4,69.5
2021-05-05,"Arizona",6926125,5216530,3019286,41.5,0,0,2973879,52.7,1041332,79.6,2196443,30.2,0,0,2171635,38.5,847716,64.8,75.3
2021-05-05,"California",40691390,31670889,19786567,50.1,0,0,19395153,63.3,5130266,87.9,12808631,32.4,0,0,12695005,41.5,3928983,67.3,77.8
2021-05-05,"Colorado",5658550,4649806,2739293,47.6,0,0,2685414,59.7,703568,83.5,2003556,34.8,0,0,1982406,44.1,615393,73.1,82.2
2021-05-05,"Connecticut",3998075,3361098,2002749,56.2,0,0,1959823,69.1,572545,90.8,1467107,41.1,0,0,1455756,51.3,515566,81.8,84.1
2021-05-05,"District of Columbia",895425,626082,349238,49.5,0,0,346697,60,68096,78,224437,31.8,0,0,223611,38.7,52896,60.6,69.9
2021-05-05,"Delaware",1022065,793383,466826,47.9,0,0,460486,59.8,167107,88.5,338706,34.8,0,0,336773,43.7,141140,74.7,77.6
2021-05-05,"Florida",21493305,15721876,9184860,42.8,0,0,9096940,52.7,3807015,84.7,6553069,30.5,0,0,6530728,37.9,3149911,70,73.1
2021-05-05,"Georgia",9789055,6550721,3785099,35.6,0,0,3733083,46,1163002,76.7,2761702,26,0,0,2738402,33.8,969880,63.9,66.9
2021-05-05,"Hawaii",1524400,1264136,766182,54.1,0,0,753149,67.5,232868,86.7,523984,37,0,0,521551,46.7,188924,70.4,82.9
2021-05-05,"Iowa",2878415,2473624,1415061,44.9,0,0,1396844,57.5,473408,85.6,1137408,36.1,0,0,1129445,46.5,439149,79.4,85.9
2021-05-05,"Idaho",1455395,1108625,617604,34.6,0,0,617488,46.1,223178,76.8,503359,28.2,0,0,503319,37.6,204347,70.3,76.2
2021-05-05,"Illinois",12470715,9748918,6031482,47.6,0,0,5922156,60.1,1728491,84.6,4025554,31.8,0,0,3997966,40.6,1349988,66.1,78.2
2021-05-05,"Indiana",5642020,4311755,2485048,36.9,0,0,2455088,47.5,853742,78.6,1908526,28.3,0,0,1900702,36.8,788615,72.6,76.4
2021-05-05,"Kansas",2775555,2070420,1255546,43.1,0,0,1239368,56,419855,88.3,959289,32.9,0,0,951586,43,348846,73.4,74.6
2021-05-05,"Kentucky",4031725,3213684,1860514,41.6,0,0,1839637,53.1,608129,81,1468543,32.9,0,0,1459706,42.1,527022,70.2,79.7
2021-05-05,"Louisiana",3704660,2733787,1508346,32.4,0,0,1496877,42,552474,74.6,1252525,26.9,0,0,1246283,35,507784,68.5,73.8
2021-05-05,"Massachusetts",7814540,6495919,4000616,58,0,0,3926718,70.9,1074214,91.9,2691166,39,0,0,2670120,48.2,918641,78.6,83.1
2021-05-05,"Maryland",6320050,5005250,3016656,49.9,0,0,2963152,62.9,817537,85.2,2185408,36.1,0,0,2170272,46.1,721865,75.2,79.2
2021-05-05,"Maine",1450130,1234253,754763,56.1,0,0,744883,68,259960,91.1,564407,42,0,0,562894,51.4,240375,84.3,85.1
2021-05-05,"Michigan",9903340,7373940,4339865,43.5,0,0,4272567,54.5,1411598,80,3359000,33.6,0,0,3334873,42.5,1271854,72,74.5
2021-05-05,"Minnesota",5257750,4535336,2720057,48.2,0,0,2671467,61.6,808594,87.9,2037853,36.1,0,0,2023972,46.7,737133,80.1,86.3
2021-05-05,"Missouri",5388885,4118674,2351601,38.3,0,0,2325519,48.8,809943,76.3,1772468,28.9,0,0,1763840,37,696387,65.6,76.4
2021-05-05,"Mississippi",2473465,1625364,939012,31.6,0,0,933008,41,354351,72.8,728948,24.5,0,0,726021,31.9,302229,62.1,65.7
2021-05-05,"Montana",1006885,777944,442048,41.4,0,0,436324,51.9,161676,78.3,355672,33.3,0,0,352565,42,144601,70,77.3
2021-05-05,"North Carolina",10109510,7266480,4184155,39.9,0,0,4121201,50.3,1354812,77.4,3242640,30.9,0,0,3214109,39.3,1195714,68.3,71.9
2021-05-05,"North Dakota",649500,569428,301577,39.6,0,0,297897,51.2,97327,81.2,254181,33.4,0,0,251945,43.3,85361,71.2,87.7
2021-05-05,"Nebraska",1817950,1470513,847351,43.8,0,0,834238,57.2,263082,84.2,671170,34.7,0,0,666655,45.7,239447,76.6,80.9
2021-05-05,"New Hampshire",1364485,1159614,831667,61.2,0,0,822464,74.5,291408,99.9,411500,30.3,0,0,410446,37.2,184059,72.5,85
2021-05-05,"New Jersey",9119785,7600716,4692648,52.8,0,0,4619798,66.5,1273891,86.3,3409035,38.4,0,0,3384122,48.7,1076419,73,83.3
2021-05-05,"New Mexico",2088935,1860755,1089796,52,0,0,1068380,65.9,329891,87.4,823264,39.3,0,0,815681,50.3,278981,73.9,89.1
2021-05-05,"Nevada",2585160,2122615,1243235,40.4,0,0,1227782,51.4,382440,77.1,906669,29.4,0,0,901579,37.8,327216,66,82.1
2021-05-05,"New York",19545765,16353467,9520974,48.9,0,0,9390101,60.9,2625909,79.7,7190369,37,0,0,7145333,46.3,2267340,68.8,83.7
2021-05-05,"Ohio",10793175,8622766,4800092,41.1,0,0,4730475,51.9,1624820,79.4,3943605,33.7,0,0,3909853,42.9,1486411,72.6,79.9
2021-05-05,"Oklahoma",3788445,2736824,1542386,39,0,0,1523854,50.7,509082,80.2,1209200,30.6,0,0,1197761,39.9,429270,67.6,72.2
2021-05-05,"Oregon",4136195,3207617,1947073,46.2,0,0,1916301,57.2,616899,80.5,1373067,32.6,0,0,1364636,40.7,555796,72.6,77.5
2021-05-05,"Pennsylvania",13140145,10531067,6550777,51.2,0,0,6472829,63.7,2247560,93.9,4363781,34.1,0,0,4345843,42.7,1693213,70.7,80.1
2021-05-05,"Puerto Rico",3330200,2006360,1261208,39.5,0,0,1244617,47.5,397555,58.5,833599,26.1,0,0,831972,31.7,322003,47.4,60.2
2021-05-05,"Rhode Island",1184075,951345,569788,53.8,0,0,561057,65.6,171177,91.5,411681,38.9,0,0,409896,47.9,156430,83.6,80.3
2021-05-05,"South Carolina",4645405,3329233,1911054,37.1,0,0,1889765,46.8,753026,80.4,1469399,28.5,0,0,1459702,36.2,640318,68.3,71.7
2021-05-05,"South Dakota",904995,716196,399483,45.2,0,0,394325,59.1,134837,88.8,338709,38.3,0,0,335889,50.3,124059,81.7,79.1
2021-05-05,"Tennessee",5574800,4150612,2385694,34.9,0,0,2362274,44.4,842691,73.7,1763967,25.8,0,0,1754054,33,707718,61.9,74.5
2021-05-05,"Texas",26975255,19519836,11306814,39,0,0,11141826,51.6,2944295,78.8,8247643,28.4,0,0,8127294,37.6,2550172,68.3,72.4
2021-05-05,"United States",321549335,249566820,148562891,44.7,0,0,146335135,56.7,45425228,82.8,107346533,32.3,0,0,106535363,41.3,38356900,70,77.6
2021-05-05,"Utah",2650780,2225385,1298408,40.5,0,0,1265818,55.6,307897,84.2,815952,25.5,0,0,804709,35.4,206647,56.5,84
2021-05-05,"Virginia",8472005,6947022,4129315,48.4,0,0,4051199,60.7,1142151,84,2989861,35,0,0,2964930,44.4,983536,72.4,82
2021-05-05,"Vermont",717650,599965,364642,58.4,0,0,360300,70.6,119680,95.7,250698,40.2,0,0,249693,49,106886,85.5,83.6
2021-05-05,"Washington",7647410,6099153,3656965,48,0,0,3603362,60.5,1036416,85.7,2597762,34.1,0,0,2584186,43.4,940878,77.8,79.8
2021-05-05,"Wisconsin",5462795,4786435,2701279,46.4,0,0,2659730,58.4,883426,86.8,2151497,37,0,0,2134010,46.8,823666,81,87.6
2021-05-05,"West Virginia",1665175,1189041,645399,36,0,0,636053,44.4,259764,70.8,556086,31,0,0,550580,38.4,235767,64.2,71.4
2021-05-05,"Wyoming",485195,363149,198821,34.4,0,0,197050,44.3,72883,73.5,165330,28.6,0,0,164428,36.9,66553,67.1,74.8
2021-05-06,"Alaska",776005,567031,310415,42.4,0,0,302911,54.9,71684,78.3,265869,36.3,0,0,260171,47.2,66733,72.9,73.1
2021-05-06,"Alabama",4225140,2673181,1619783,33,0,0,1609043,42.2,623086,73.3,1201303,24.5,0,0,1196913,31.4,509173,59.9,63.3
2021-05-06,"Arkansas",2659090,1860521,1094338,36.3,0,0,1079580,46.6,386450,73.8,813144,26.9,0,0,806234,34.8,312488,59.6,70
2021-05-06,"Arizona",6970425,5259733,3037050,41.7,0,0,2991032,53,1043851,79.8,2222457,30.5,0,0,2196850,39,851633,65.1,75.5
2021-05-06,"California",41020990,31997303,19913673,50.4,0,0,19513737,63.7,5139668,88,13017480,32.9,0,0,12896511,42.1,3943396,67.5,78
2021-05-06,"Colorado",5772220,4711738,2760181,47.9,0,0,2704671,60.1,704809,83.7,2045903,35.5,0,0,2022702,45,617287,73.3,81.6
2021-05-06,"Connecticut",4021155,3398443,2014587,56.5,0,0,1970827,69.4,573583,91,1493571,41.9,0,0,1480762,52.2,517422,82.1,84.5
2021-05-06,"District of Columbia",904745,631309,350697,49.7,0,0,348138,60.3,68297,78.2,227589,32.2,0,0,226747,39.3,53059,60.7,69.8
2021-05-06,"Delaware",1041915,793463,467051,48,0,0,460708,59.8,167132,88.5,338973,34.8,0,0,337040,43.8,141172,74.7,76.2
2021-05-06,"Florida",21683965,15893169,9264665,43.1,0,0,9174178,53.2,3818484,84.9,6664283,31,0,0,6638840,38.5,3164945,70.4,73.3
2021-05-06,"Georgia",9888925,6552673,3786912,35.7,0,0,3734870,46,1163105,76.7,2763645,26,0,0,2740319,33.8,969997,63.9,66.3
2021-05-06,"Hawaii",1557800,1264550,766427,54.1,0,0,753386,67.5,232888,86.8,524415,37,0,0,521964,46.8,188939,70.4,81.2
2021-05-06,"Iowa",2935265,2495695,1421845,45.1,0,0,1403223,57.8,474035,85.7,1153092,36.5,0,0,1144627,47.1,440666,79.7,85
2021-05-06,"Idaho",1470715,1116681,620577,34.7,0,0,620455,46.3,223593,76.9,508582,28.5,0,0,508540,38,205026,70.5,75.9
2021-05-06,"Illinois",12645065,9859955,6073821,47.9,0,0,5961680,60.5,1733253,84.8,4097876,32.3,0,0,4067406,41.3,1358086,66.5,78
2021-05-06,"Indiana",5676850,4360742,2501046,37.2,0,0,2470234,47.8,855213,78.8,1940977,28.8,0,0,1931982,37.4,791493,72.9,76.8
2021-05-06,"Kansas",2788595,2085350,1260478,43.3,0,0,1244058,56.2,420502,88.4,970096,33.3,0,0,961891,43.5,349869,73.6,74.8
2021-05-06,"Kentucky",4054915,3240967,1869737,41.9,0,0,1848502,53.4,609309,81.2,1487289,33.3,0,0,1477652,42.6,529589,70.6,79.9
2021-05-06,"Louisiana",3715320,2812519,1534669,33,0,0,1522226,42.7,555923,75,1303293,28,0,0,1295956,36.4,514947,69.5,75.7
